Name,Breitengrad,Längengrad,Kategorie,Kartengruppe,Region,Bekanntheit,Warum empfehlenswert,Hinweis,Zugangscheck,Google Maps,Quelle,Recherchequelle,Datenquelle,Datenlizenz
Hesjateigfossane – Luster,61.402408,7.106176,Fossefall,Vann og landskap,Vestland,Lokalt tips,Kartlagt fossefall valgt som mulig avstikker eller turmål.,"Vannføring, glatte berg, privat grunn og trygg utsikt må vurderes lokalt.","Startpunkt, Wegerecht, Jahreszeit und lokale Hinweise vor der Tour prüfen.","https://www.google.com/maps/search/?api=1&query=61.402408,7.106176",https://www.openstreetmap.org/node/13681117062,,OpenStreetMap-Mitwirkende; redaktionelle Auswahl und eigene Kurzbeschreibung,ODbL 1.0 (Datenbank); Kurzbeschreibungen als Teil dieser Veröffentlichung
Spildrefossen – Luster,61.340372,7.286311,Fossefall,Vann og landskap,Vestland,Lokalt tips,Kartlagt fossefall valgt som mulig avstikker eller turmål.,"Vannføring, glatte berg, privat grunn og trygg utsikt må vurderes lokalt.","Startpunkt, Wegerecht, Jahreszeit und lokale Hinweise vor der Tour prüfen.","https://www.google.com/maps/search/?api=1&query=61.340372,7.286311",https://www.openstreetmap.org/node/3936918451,,OpenStreetMap-Mitwirkende; redaktionelle Auswahl und eigene Kurzbeschreibung,ODbL 1.0 (Datenbank); Kurzbeschreibungen als Teil dieser Veröffentlichung
Kvernhusfoss – Luster,61.506364,7.278280,Fossefall,Vann og landskap,Vestland,Lokalt tips,Kartlagt fossefall valgt som mulig avstikker eller turmål.,"Vannføring, glatte berg, privat grunn og trygg utsikt må vurderes lokalt.","Startpunkt, Wegerecht, Jahreszeit und lokale Hinweise vor der Tour prüfen.","https://www.google.com/maps/search/?api=1&query=61.506364,7.278280",https://www.openstreetmap.org/node/3936851201,,OpenStreetMap-Mitwirkende; redaktionelle Auswahl und eigene Kurzbeschreibung,ODbL 1.0 (Datenbank); Kurzbeschreibungen als Teil dieser Veröffentlichung
Morfossen – Skaun,63.179785,9.998654,Fossefall,Vann og landskap,Trøndelag,Lokalt tips,Kartlagt fossefall valgt som mulig avstikker eller turmål.,"Vannføring, glatte berg, privat grunn og trygg utsikt må vurderes lokalt.","Startpunkt, Wegerecht, Jahreszeit und lokale Hinweise vor der Tour prüfen.","https://www.google.com/maps/search/?api=1&query=63.179785,9.998654",https://www.openstreetmap.org/node/3596637613,,OpenStreetMap-Mitwirkende; redaktionelle Auswahl und eigene Kurzbeschreibung,ODbL 1.0 (Datenbank); Kurzbeschreibungen als Teil dieser Veröffentlichung
Kaldvellfossen – Melhus,63.208197,10.414214,Fossefall,Vann og landskap,Trøndelag,Lokalt tips,Kartlagt fossefall valgt som mulig avstikker eller turmål.,"Vannføring, glatte berg, privat grunn og trygg utsikt må vurderes lokalt.","Startpunkt, Wegerecht, Jahreszeit und lokale Hinweise vor der Tour prüfen.","https://www.google.com/maps/search/?api=1&query=63.208197,10.414214",https://www.openstreetmap.org/node/3592264480,,OpenStreetMap-Mitwirkende; redaktionelle Auswahl und eigene Kurzbeschreibung,ODbL 1.0 (Datenbank); Kurzbeschreibungen als Teil dieser Veröffentlichung
Gaulfossen – Melhus,63.108157,10.229417,Fossefall,Vann og landskap,Trøndelag,Lokalt tips,Kartlagt fossefall valgt som mulig avstikker eller turmål.,"Vannføring, glatte berg, privat grunn og trygg utsikt må vurderes lokalt.","Startpunkt, Wegerecht, Jahreszeit und lokale Hinweise vor der Tour prüfen.","https://www.google.com/maps/search/?api=1&query=63.108157,10.229417",https://www.openstreetmap.org/node/48791719,,OpenStreetMap-Mitwirkende; redaktionelle Auswahl und eigene Kurzbeschreibung,ODbL 1.0 (Datenbank); Kurzbeschreibungen als Teil dieser Veröffentlichung
Munkelvfossen – Sør-Varanger,69.587310,29.279128,Fossefall,Vann og landskap,Finnmark,Lokalt tips,Kartlagt fossefall valgt som mulig avstikker eller turmål.,"Vannføring, glatte berg, privat grunn og trygg utsikt må vurderes lokalt.","Startpunkt, Wegerecht, Jahreszeit und lokale Hinweise vor der Tour prüfen.","https://www.google.com/maps/search/?api=1&query=69.587310,29.279128",https://www.openstreetmap.org/node/6746769126,,OpenStreetMap-Mitwirkende; redaktionelle Auswahl und eigene Kurzbeschreibung,ODbL 1.0 (Datenbank); Kurzbeschreibungen als Teil dieser Veröffentlichung
Skoltefossen,69.693472,29.369371,Fossefall,Vann og landskap,Finnmark,Lokalt tips,Kartlagt fossefall valgt som mulig avstikker eller turmål.,"Vannføring, glatte berg, privat grunn og trygg utsikt må vurderes lokalt.","Startpunkt, Wegerecht, Jahreszeit und lokale Hinweise vor der Tour prüfen.","https://www.google.com/maps/search/?api=1&query=69.693472,29.369371",https://www.openstreetmap.org/node/10574318168,,OpenStreetMap-Mitwirkende; redaktionelle Auswahl und eigene Kurzbeschreibung,ODbL 1.0 (Datenbank); Kurzbeschreibungen als Teil dieser Veröffentlichung
Gammelkvennfossen – Ørland,63.869813,9.960056,Fossefall,Vann og landskap,Trøndelag,Lokalt tips,Kartlagt fossefall valgt som mulig avstikker eller turmål.,"Vannføring, glatte berg, privat grunn og trygg utsikt må vurderes lokalt.","Startpunkt, Wegerecht, Jahreszeit und lokale Hinweise vor der Tour prüfen.","https://www.google.com/maps/search/?api=1&query=63.869813,9.960056",https://www.openstreetmap.org/node/4186075695,,OpenStreetMap-Mitwirkende; redaktionelle Auswahl und eigene Kurzbeschreibung,ODbL 1.0 (Datenbank); Kurzbeschreibungen als Teil dieser Veröffentlichung
Hyllfossen – Ørland,63.865280,9.943578,Fossefall,Vann og landskap,Trøndelag,Lokalt tips,Kartlagt fossefall valgt som mulig avstikker eller turmål.,"Vannføring, glatte berg, privat grunn og trygg utsikt må vurderes lokalt.","Startpunkt, Wegerecht, Jahreszeit und lokale Hinweise vor der Tour prüfen.","https://www.google.com/maps/search/?api=1&query=63.865280,9.943578",https://www.openstreetmap.org/node/4186075157,,OpenStreetMap-Mitwirkende; redaktionelle Auswahl und eigene Kurzbeschreibung,ODbL 1.0 (Datenbank); Kurzbeschreibungen als Teil dieser Veröffentlichung
Kolåsfossen – Ørsta,62.233337,6.279730,Fossefall,Vann og landskap,Møre og Romsdal,Lokalt tips,Kartlagt fossefall valgt som mulig avstikker eller turmål.,"Vannføring, glatte berg, privat grunn og trygg utsikt må vurderes lokalt.","Startpunkt, Wegerecht, Jahreszeit und lokale Hinweise vor der Tour prüfen.","https://www.google.com/maps/search/?api=1&query=62.233337,6.279730",https://www.openstreetmap.org/node/4250639131,,OpenStreetMap-Mitwirkende; redaktionelle Auswahl und eigene Kurzbeschreibung,ODbL 1.0 (Datenbank); Kurzbeschreibungen als Teil dieser Veröffentlichung
Rostadforsen – Moskenes,67.977791,13.041100,Fossefall,Vann og landskap,Nordland,Lokalt tips,Kartlagt fossefall valgt som mulig avstikker eller turmål.,"Vannføring, glatte berg, privat grunn og trygg utsikt må vurderes lokalt.","Startpunkt, Wegerecht, Jahreszeit und lokale Hinweise vor der Tour prüfen.","https://www.google.com/maps/search/?api=1&query=67.977791,13.041100",https://www.openstreetmap.org/node/11178121114,,OpenStreetMap-Mitwirkende; redaktionelle Auswahl und eigene Kurzbeschreibung,ODbL 1.0 (Datenbank); Kurzbeschreibungen als Teil dieser Veröffentlichung
Hattebergfossen – Kvinnherad,59.986223,6.041433,Fossefall,Vann og landskap,Vestland,Lokalt tips,Kartlagt fossefall valgt som mulig avstikker eller turmål.,"Vannføring, glatte berg, privat grunn og trygg utsikt må vurderes lokalt.","Startpunkt, Wegerecht, Jahreszeit und lokale Hinweise vor der Tour prüfen.","https://www.google.com/maps/search/?api=1&query=59.986223,6.041433",https://www.openstreetmap.org/node/886876004,,OpenStreetMap-Mitwirkende; redaktionelle Auswahl und eigene Kurzbeschreibung,ODbL 1.0 (Datenbank); Kurzbeschreibungen als Teil dieser Veröffentlichung
Furebergsfossen – Kvinnherad,60.099728,6.169727,Fossefall,Vann og landskap,Vestland,Lokalt tips,Kartlagt fossefall valgt som mulig avstikker eller turmål.,"Vannføring, glatte berg, privat grunn og trygg utsikt må vurderes lokalt.","Startpunkt, Wegerecht, Jahreszeit und lokale Hinweise vor der Tour prüfen.","https://www.google.com/maps/search/?api=1&query=60.099728,6.169727",https://www.openstreetmap.org/node/3539409429,,OpenStreetMap-Mitwirkende; redaktionelle Auswahl und eigene Kurzbeschreibung,ODbL 1.0 (Datenbank); Kurzbeschreibungen als Teil dieser Veröffentlichung
Sundefossen – Kvinnherad,60.133052,6.362876,Fossefall,Vann og landskap,Vestland,Lokalt tips,Kartlagt fossefall valgt som mulig avstikker eller turmål.,"Vannføring, glatte berg, privat grunn og trygg utsikt må vurderes lokalt.","Startpunkt, Wegerecht, Jahreszeit und lokale Hinweise vor der Tour prüfen.","https://www.google.com/maps/search/?api=1&query=60.133052,6.362876",https://www.openstreetmap.org/node/3539454816,,OpenStreetMap-Mitwirkende; redaktionelle Auswahl und eigene Kurzbeschreibung,ODbL 1.0 (Datenbank); Kurzbeschreibungen als Teil dieser Veröffentlichung
Skyrdalsfossen – Kvinnherad,60.199330,6.346461,Fossefall,Vann og landskap,Vestland,Lokalt tips,Kartlagt fossefall valgt som mulig avstikker eller turmål.,"Vannføring, glatte berg, privat grunn og trygg utsikt må vurderes lokalt.","Startpunkt, Wegerecht, Jahreszeit und lokale Hinweise vor der Tour prüfen.","https://www.google.com/maps/search/?api=1&query=60.199330,6.346461",https://www.openstreetmap.org/node/3539551089,,OpenStreetMap-Mitwirkende; redaktionelle Auswahl und eigene Kurzbeschreibung,ODbL 1.0 (Datenbank); Kurzbeschreibungen als Teil dieser Veröffentlichung
Stødnafossen – Lærdal,61.111454,7.499741,Fossefall,Vann og landskap,Vestland,Lokalt tips,Kartlagt fossefall valgt som mulig avstikker eller turmål.,"Vannføring, glatte berg, privat grunn og trygg utsikt må vurderes lokalt.","Startpunkt, Wegerecht, Jahreszeit und lokale Hinweise vor der Tour prüfen.","https://www.google.com/maps/search/?api=1&query=61.111454,7.499741",https://www.openstreetmap.org/node/12771632468,,OpenStreetMap-Mitwirkende; redaktionelle Auswahl und eigene Kurzbeschreibung,ODbL 1.0 (Datenbank); Kurzbeschreibungen als Teil dieser Veröffentlichung
Bekkefossen – Lærdal,61.077422,7.977606,Fossefall,Vann og landskap,Vestland,Lokalt tips,Kartlagt fossefall valgt som mulig avstikker eller turmål.,"Vannføring, glatte berg, privat grunn og trygg utsikt må vurderes lokalt.","Startpunkt, Wegerecht, Jahreszeit und lokale Hinweise vor der Tour prüfen.","https://www.google.com/maps/search/?api=1&query=61.077422,7.977606",https://www.openstreetmap.org/node/11214796669,,OpenStreetMap-Mitwirkende; redaktionelle Auswahl und eigene Kurzbeschreibung,ODbL 1.0 (Datenbank); Kurzbeschreibungen als Teil dieser Veröffentlichung
Storfallet – Trysil,61.513294,12.477614,Fossefall,Vann og landskap,Innlandet,Lokalt tips,Kartlagt fossefall valgt som mulig avstikker eller turmål.,"Vannføring, glatte berg, privat grunn og trygg utsikt må vurderes lokalt.","Startpunkt, Wegerecht, Jahreszeit und lokale Hinweise vor der Tour prüfen.","https://www.google.com/maps/search/?api=1&query=61.513294,12.477614",https://www.openstreetmap.org/node/8321928538,,OpenStreetMap-Mitwirkende; redaktionelle Auswahl und eigene Kurzbeschreibung,ODbL 1.0 (Datenbank); Kurzbeschreibungen als Teil dieser Veröffentlichung
Sjøfossen – Trysil,61.161664,12.347038,Fossefall,Vann og landskap,Innlandet,Lokalt tips,Kartlagt fossefall valgt som mulig avstikker eller turmål.,"Vannføring, glatte berg, privat grunn og trygg utsikt må vurderes lokalt.","Startpunkt, Wegerecht, Jahreszeit und lokale Hinweise vor der Tour prüfen.","https://www.google.com/maps/search/?api=1&query=61.161664,12.347038",https://www.openstreetmap.org/node/476332486,,OpenStreetMap-Mitwirkende; redaktionelle Auswahl und eigene Kurzbeschreibung,ODbL 1.0 (Datenbank); Kurzbeschreibungen als Teil dieser Veröffentlichung
Rønningsfossen – Trysil,61.101695,12.416147,Fossefall,Vann og landskap,Innlandet,Lokalt tips,Kartlagt fossefall valgt som mulig avstikker eller turmål.,"Vannføring, glatte berg, privat grunn og trygg utsikt må vurderes lokalt.","Startpunkt, Wegerecht, Jahreszeit und lokale Hinweise vor der Tour prüfen.","https://www.google.com/maps/search/?api=1&query=61.101695,12.416147",https://www.openstreetmap.org/node/476332204,,OpenStreetMap-Mitwirkende; redaktionelle Auswahl und eigene Kurzbeschreibung,ODbL 1.0 (Datenbank); Kurzbeschreibungen als Teil dieser Veröffentlichung
Sagnfossen – Trysil,61.161958,12.446925,Fossefall,Vann og landskap,Innlandet,Lokalt tips,Kartlagt fossefall valgt som mulig avstikker eller turmål.,"Vannføring, glatte berg, privat grunn og trygg utsikt må vurderes lokalt.","Startpunkt, Wegerecht, Jahreszeit und lokale Hinweise vor der Tour prüfen.","https://www.google.com/maps/search/?api=1&query=61.161958,12.446925",https://www.openstreetmap.org/node/313701456,,OpenStreetMap-Mitwirkende; redaktionelle Auswahl und eigene Kurzbeschreibung,ODbL 1.0 (Datenbank); Kurzbeschreibungen als Teil dieser Veröffentlichung
Kvennfalla – Trysil,61.295740,12.002880,Fossefall,Vann og landskap,Innlandet,Lokalt tips,Kartlagt fossefall valgt som mulig avstikker eller turmål.,"Vannføring, glatte berg, privat grunn og trygg utsikt må vurderes lokalt.","Startpunkt, Wegerecht, Jahreszeit und lokale Hinweise vor der Tour prüfen.","https://www.google.com/maps/search/?api=1&query=61.295740,12.002880",https://www.openstreetmap.org/node/8318439735,,OpenStreetMap-Mitwirkende; redaktionelle Auswahl und eigene Kurzbeschreibung,ODbL 1.0 (Datenbank); Kurzbeschreibungen als Teil dieser Veröffentlichung
Litlfallet – Trysil,61.394764,12.248042,Fossefall,Vann og landskap,Innlandet,Lokalt tips,Kartlagt fossefall valgt som mulig avstikker eller turmål.,"Vannføring, glatte berg, privat grunn og trygg utsikt må vurderes lokalt.","Startpunkt, Wegerecht, Jahreszeit und lokale Hinweise vor der Tour prüfen.","https://www.google.com/maps/search/?api=1&query=61.394764,12.248042",https://www.openstreetmap.org/node/6799460789,,OpenStreetMap-Mitwirkende; redaktionelle Auswahl und eigene Kurzbeschreibung,ODbL 1.0 (Datenbank); Kurzbeschreibungen als Teil dieser Veröffentlichung
Grønmyrfallet – Trysil,61.447466,12.243479,Fossefall,Vann og landskap,Innlandet,Lokalt tips,Kartlagt fossefall valgt som mulig avstikker eller turmål.,"Vannføring, glatte berg, privat grunn og trygg utsikt må vurderes lokalt.","Startpunkt, Wegerecht, Jahreszeit und lokale Hinweise vor der Tour prüfen.","https://www.google.com/maps/search/?api=1&query=61.447466,12.243479",https://www.openstreetmap.org/node/5341695640,,OpenStreetMap-Mitwirkende; redaktionelle Auswahl und eigene Kurzbeschreibung,ODbL 1.0 (Datenbank); Kurzbeschreibungen als Teil dieser Veröffentlichung
Kongsbekkfossen – Trysil,61.467197,12.233512,Fossefall,Vann og landskap,Innlandet,Lokalt tips,Kartlagt fossefall valgt som mulig avstikker eller turmål.,"Vannføring, glatte berg, privat grunn og trygg utsikt må vurderes lokalt.","Startpunkt, Wegerecht, Jahreszeit und lokale Hinweise vor der Tour prüfen.","https://www.google.com/maps/search/?api=1&query=61.467197,12.233512",https://www.openstreetmap.org/node/5341695682,,OpenStreetMap-Mitwirkende; redaktionelle Auswahl und eigene Kurzbeschreibung,ODbL 1.0 (Datenbank); Kurzbeschreibungen als Teil dieser Veröffentlichung
Veslfallet – Trysil,61.355760,12.177580,Fossefall,Vann og landskap,Innlandet,Lokalt tips,Kartlagt fossefall valgt som mulig avstikker eller turmål.,"Vannføring, glatte berg, privat grunn og trygg utsikt må vurderes lokalt.","Startpunkt, Wegerecht, Jahreszeit und lokale Hinweise vor der Tour prüfen.","https://www.google.com/maps/search/?api=1&query=61.355760,12.177580",https://www.openstreetmap.org/node/8316939262,,OpenStreetMap-Mitwirkende; redaktionelle Auswahl und eigene Kurzbeschreibung,ODbL 1.0 (Datenbank); Kurzbeschreibungen als Teil dieser Veröffentlichung
Stupen – Trysil,61.500150,12.077856,Fossefall,Vann og landskap,Innlandet,Lokalt tips,Kartlagt fossefall valgt som mulig avstikker eller turmål.,"Vannføring, glatte berg, privat grunn og trygg utsikt må vurderes lokalt.","Startpunkt, Wegerecht, Jahreszeit und lokale Hinweise vor der Tour prüfen.","https://www.google.com/maps/search/?api=1&query=61.500150,12.077856",https://www.openstreetmap.org/node/8321671748,,OpenStreetMap-Mitwirkende; redaktionelle Auswahl und eigene Kurzbeschreibung,ODbL 1.0 (Datenbank); Kurzbeschreibungen als Teil dieser Veröffentlichung
Hestskofossen – Trysil,61.520652,12.061135,Fossefall,Vann og landskap,Innlandet,Lokalt tips,Kartlagt fossefall valgt som mulig avstikker eller turmål.,"Vannføring, glatte berg, privat grunn og trygg utsikt må vurderes lokalt.","Startpunkt, Wegerecht, Jahreszeit und lokale Hinweise vor der Tour prüfen.","https://www.google.com/maps/search/?api=1&query=61.520652,12.061135",https://www.openstreetmap.org/node/320145755,,OpenStreetMap-Mitwirkende; redaktionelle Auswahl und eigene Kurzbeschreibung,ODbL 1.0 (Datenbank); Kurzbeschreibungen als Teil dieser Veröffentlichung
Styggfossen – Trysil,61.519715,12.045704,Fossefall,Vann og landskap,Innlandet,Lokalt tips,Kartlagt fossefall valgt som mulig avstikker eller turmål.,"Vannføring, glatte berg, privat grunn og trygg utsikt må vurderes lokalt.","Startpunkt, Wegerecht, Jahreszeit und lokale Hinweise vor der Tour prüfen.","https://www.google.com/maps/search/?api=1&query=61.519715,12.045704",https://www.openstreetmap.org/node/7997867919,,OpenStreetMap-Mitwirkende; redaktionelle Auswahl und eigene Kurzbeschreibung,ODbL 1.0 (Datenbank); Kurzbeschreibungen als Teil dieser Veröffentlichung
Børsfossen – Trysil,61.523748,12.009336,Fossefall,Vann og landskap,Innlandet,Lokalt tips,Kartlagt fossefall valgt som mulig avstikker eller turmål.,"Vannføring, glatte berg, privat grunn og trygg utsikt må vurderes lokalt.","Startpunkt, Wegerecht, Jahreszeit und lokale Hinweise vor der Tour prüfen.","https://www.google.com/maps/search/?api=1&query=61.523748,12.009336",https://www.openstreetmap.org/node/320145729,,OpenStreetMap-Mitwirkende; redaktionelle Auswahl und eigene Kurzbeschreibung,ODbL 1.0 (Datenbank); Kurzbeschreibungen als Teil dieser Veröffentlichung
Forsen,67.175282,15.520697,Fossefall,Vann og landskap,Nordland,Lokalt tips,Kartlagt fossefall valgt som mulig avstikker eller turmål.,"Vannføring, glatte berg, privat grunn og trygg utsikt må vurderes lokalt.","Startpunkt, Wegerecht, Jahreszeit und lokale Hinweise vor der Tour prüfen.","https://www.google.com/maps/search/?api=1&query=67.175282,15.520697",https://www.openstreetmap.org/node/2834685882,,OpenStreetMap-Mitwirkende; redaktionelle Auswahl und eigene Kurzbeschreibung,ODbL 1.0 (Datenbank); Kurzbeschreibungen als Teil dieser Veröffentlichung
Njallajåkgårttje – Hamarøy,67.799831,16.538200,Fossefall,Vann og landskap,Nordland,Lokalt tips,Kartlagt fossefall valgt som mulig avstikker eller turmål.,"Vannføring, glatte berg, privat grunn og trygg utsikt må vurderes lokalt.","Startpunkt, Wegerecht, Jahreszeit und lokale Hinweise vor der Tour prüfen.","https://www.google.com/maps/search/?api=1&query=67.799831,16.538200",https://www.openstreetmap.org/node/5275869094,,OpenStreetMap-Mitwirkende; redaktionelle Auswahl und eigene Kurzbeschreibung,ODbL 1.0 (Datenbank); Kurzbeschreibungen als Teil dieser Veröffentlichung
Fierbmesaiguoika,69.370162,24.455009,Fossefall,Vann og landskap,Finnmark,Lokalt tips,Kartlagt fossefall valgt som mulig avstikker eller turmål.,"Vannføring, glatte berg, privat grunn og trygg utsikt må vurderes lokalt.","Startpunkt, Wegerecht, Jahreszeit und lokale Hinweise vor der Tour prüfen.","https://www.google.com/maps/search/?api=1&query=69.370162,24.455009",https://www.openstreetmap.org/node/12214238719,,OpenStreetMap-Mitwirkende; redaktionelle Auswahl und eigene Kurzbeschreibung,ODbL 1.0 (Datenbank); Kurzbeschreibungen als Teil dieser Veröffentlichung
Kråkfossen – Ullensaker,60.131946,11.079701,Fossefall,Vann og landskap,Akershus,Lokalt tips,Kartlagt fossefall valgt som mulig avstikker eller turmål.,"Vannføring, glatte berg, privat grunn og trygg utsikt må vurderes lokalt.","Startpunkt, Wegerecht, Jahreszeit und lokale Hinweise vor der Tour prüfen.","https://www.google.com/maps/search/?api=1&query=60.131946,11.079701",https://www.openstreetmap.org/node/9608303096,,OpenStreetMap-Mitwirkende; redaktionelle Auswahl und eigene Kurzbeschreibung,ODbL 1.0 (Datenbank); Kurzbeschreibungen als Teil dieser Veröffentlichung
Linndalsfallet – Sunndal,62.501284,9.086280,Fossefall,Vann og landskap,Møre og Romsdal,Lokalt tips,Kartlagt fossefall valgt som mulig avstikker eller turmål.,"Vannføring, glatte berg, privat grunn og trygg utsikt må vurderes lokalt.","Startpunkt, Wegerecht, Jahreszeit und lokale Hinweise vor der Tour prüfen.","https://www.google.com/maps/search/?api=1&query=62.501284,9.086280",https://www.openstreetmap.org/node/3446535885,,OpenStreetMap-Mitwirkende; redaktionelle Auswahl und eigene Kurzbeschreibung,ODbL 1.0 (Datenbank); Kurzbeschreibungen als Teil dieser Veröffentlichung
Dettforsen – Sørfold,67.666057,16.027347,Fossefall,Vann og landskap,Nordland,Lokalt tips,Kartlagt fossefall valgt som mulig avstikker eller turmål.,"Vannføring, glatte berg, privat grunn og trygg utsikt må vurderes lokalt.","Startpunkt, Wegerecht, Jahreszeit und lokale Hinweise vor der Tour prüfen.","https://www.google.com/maps/search/?api=1&query=67.666057,16.027347",https://www.openstreetmap.org/node/5383269967,,OpenStreetMap-Mitwirkende; redaktionelle Auswahl und eigene Kurzbeschreibung,ODbL 1.0 (Datenbank); Kurzbeschreibungen als Teil dieser Veröffentlichung
Horndalsforsen,67.626595,15.738986,Fossefall,Vann og landskap,Nordland,Lokalt tips,Kartlagt fossefall valgt som mulig avstikker eller turmål.,"Vannføring, glatte berg, privat grunn og trygg utsikt må vurderes lokalt.","Startpunkt, Wegerecht, Jahreszeit und lokale Hinweise vor der Tour prüfen.","https://www.google.com/maps/search/?api=1&query=67.626595,15.738986",https://www.openstreetmap.org/node/5383331776,,OpenStreetMap-Mitwirkende; redaktionelle Auswahl und eigene Kurzbeschreibung,ODbL 1.0 (Datenbank); Kurzbeschreibungen als Teil dieser Veröffentlichung
Faulvassforsen,67.464746,15.790339,Fossefall,Vann og landskap,Nordland,Lokalt tips,Kartlagt fossefall valgt som mulig avstikker eller turmål.,"Vannføring, glatte berg, privat grunn og trygg utsikt må vurderes lokalt.","Startpunkt, Wegerecht, Jahreszeit und lokale Hinweise vor der Tour prüfen.","https://www.google.com/maps/search/?api=1&query=67.464746,15.790339",https://www.openstreetmap.org/node/5383769743,,OpenStreetMap-Mitwirkende; redaktionelle Auswahl und eigene Kurzbeschreibung,ODbL 1.0 (Datenbank); Kurzbeschreibungen als Teil dieser Veröffentlichung
Lappforsen,67.657317,16.001828,Fossefall,Vann og landskap,Nordland,Lokalt tips,Kartlagt fossefall valgt som mulig avstikker eller turmål.,"Vannføring, glatte berg, privat grunn og trygg utsikt må vurderes lokalt.","Startpunkt, Wegerecht, Jahreszeit und lokale Hinweise vor der Tour prüfen.","https://www.google.com/maps/search/?api=1&query=67.657317,16.001828",https://www.openstreetmap.org/node/5383269939,,OpenStreetMap-Mitwirkende; redaktionelle Auswahl und eigene Kurzbeschreibung,ODbL 1.0 (Datenbank); Kurzbeschreibungen als Teil dieser Veröffentlichung
Forsan,67.639949,15.787965,Fossefall,Vann og landskap,Nordland,Lokalt tips,Kartlagt fossefall valgt som mulig avstikker eller turmål.,"Vannføring, glatte berg, privat grunn og trygg utsikt må vurderes lokalt.","Startpunkt, Wegerecht, Jahreszeit und lokale Hinweise vor der Tour prüfen.","https://www.google.com/maps/search/?api=1&query=67.639949,15.787965",https://www.openstreetmap.org/node/5383790483,,OpenStreetMap-Mitwirkende; redaktionelle Auswahl und eigene Kurzbeschreibung,ODbL 1.0 (Datenbank); Kurzbeschreibungen als Teil dieser Veröffentlichung
Raukforsen,67.674148,16.064664,Fossefall,Vann og landskap,Nordland,Lokalt tips,Kartlagt fossefall valgt som mulig avstikker eller turmål.,"Vannføring, glatte berg, privat grunn og trygg utsikt må vurderes lokalt.","Startpunkt, Wegerecht, Jahreszeit und lokale Hinweise vor der Tour prüfen.","https://www.google.com/maps/search/?api=1&query=67.674148,16.064664",https://www.openstreetmap.org/node/5383270002,,OpenStreetMap-Mitwirkende; redaktionelle Auswahl und eigene Kurzbeschreibung,ODbL 1.0 (Datenbank); Kurzbeschreibungen als Teil dieser Veröffentlichung
Vetlefossen – Aurland,60.855546,6.811082,Fossefall,Vann og landskap,Vestland,Lokalt tips,Kartlagt fossefall valgt som mulig avstikker eller turmål.,"Vannføring, glatte berg, privat grunn og trygg utsikt må vurderes lokalt.","Startpunkt, Wegerecht, Jahreszeit und lokale Hinweise vor der Tour prüfen.","https://www.google.com/maps/search/?api=1&query=60.855546,6.811082",https://www.openstreetmap.org/node/13667306560,,OpenStreetMap-Mitwirkende; redaktionelle Auswahl und eigene Kurzbeschreibung,ODbL 1.0 (Datenbank); Kurzbeschreibungen als Teil dieser Veröffentlichung
Slettafossen – Rauma,62.324524,8.077825,Fossefall,Vann og landskap,Møre og Romsdal,Lokalt tips,Kartlagt fossefall valgt som mulig avstikker eller turmål.,"Vannføring, glatte berg, privat grunn og trygg utsikt må vurderes lokalt.","Startpunkt, Wegerecht, Jahreszeit und lokale Hinweise vor der Tour prüfen.","https://www.google.com/maps/search/?api=1&query=62.324524,8.077825",https://www.openstreetmap.org/node/10004151386,,OpenStreetMap-Mitwirkende; redaktionelle Auswahl und eigene Kurzbeschreibung,ODbL 1.0 (Datenbank); Kurzbeschreibungen als Teil dieser Veröffentlichung
Gravdefossen – Rauma,62.411889,8.014328,Fossefall,Vann og landskap,Møre og Romsdal,Lokalt tips,Kartlagt fossefall valgt som mulig avstikker eller turmål.,"Vannføring, glatte berg, privat grunn og trygg utsikt må vurderes lokalt.","Startpunkt, Wegerecht, Jahreszeit und lokale Hinweise vor der Tour prüfen.","https://www.google.com/maps/search/?api=1&query=62.411889,8.014328",https://www.openstreetmap.org/node/7827806499,,OpenStreetMap-Mitwirkende; redaktionelle Auswahl und eigene Kurzbeschreibung,ODbL 1.0 (Datenbank); Kurzbeschreibungen als Teil dieser Veröffentlichung
Brurasløret – Rauma,62.423317,8.021865,Fossefall,Vann og landskap,Møre og Romsdal,Lokalt tips,Kartlagt fossefall valgt som mulig avstikker eller turmål.,"Vannføring, glatte berg, privat grunn og trygg utsikt må vurderes lokalt.","Startpunkt, Wegerecht, Jahreszeit und lokale Hinweise vor der Tour prüfen.","https://www.google.com/maps/search/?api=1&query=62.423317,8.021865",https://www.openstreetmap.org/node/7827806575,,OpenStreetMap-Mitwirkende; redaktionelle Auswahl und eigene Kurzbeschreibung,ODbL 1.0 (Datenbank); Kurzbeschreibungen als Teil dieser Veröffentlichung
Mongefossen – Rauma,62.442875,7.895104,Fossefall,Vann og landskap,Møre og Romsdal,Lokalt tips,Kartlagt fossefall valgt som mulig avstikker eller turmål.,"Vannføring, glatte berg, privat grunn og trygg utsikt må vurderes lokalt.","Startpunkt, Wegerecht, Jahreszeit und lokale Hinweise vor der Tour prüfen.","https://www.google.com/maps/search/?api=1&query=62.442875,7.895104",https://www.openstreetmap.org/node/7824257336,,OpenStreetMap-Mitwirkende; redaktionelle Auswahl und eigene Kurzbeschreibung,ODbL 1.0 (Datenbank); Kurzbeschreibungen als Teil dieser Veröffentlichung
